no,nomor_memo_dinas,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,negara_pembuat,keterangan
126,1694/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1626,PT. Madya Utama Expresindo,PESAWAT TELEPON SELULAR,ITU / ITU 8878,China,
127,1695/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1627,PT. Mobilink,Pesawat Telepon Selular,SKYTECH / B88/ DUAL SIM CARD GSM-GSM,China,
128,1696/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1628,PT. ZTE Indonesia,Modem Selular,ZTE / CDMA Wireless Data Terminal / AC8720,China,
129,1697/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1629,PT. ZTE Indonesia,Modem Selular,ZTE / USB Modem / MF 100 HSDPA,China,
130,1698/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1631,PT. ZTE Indonesia,Modem Selular,ZTE / USB Modem / MF 170 HSDPA,China,
131,1699/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1632,PT. Pusara Indo Prima,PESAWAT TELEPON SELULAR,RED BERRY / 880,China,
132,1700/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1635,PT. Nokia Indonesia,Pesawat Telepon Selular,NOKIA / 1203-2 / RH-112 (EGSM 900/1800),India,
133,1701/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1636,PT. Nokia Indonesia,Pesawat Telepon Selular,NOKIA / 3720c-2/RM-518 (EGSM 900/1800/1900 + Bluetooth),China,
134,1702/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1639,PT. Pusara Indo Prima,Pesawat Telepon Selular,YSTARY / N83,China,
135,1703/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1640,Sony Ericsson Mobile Communications AB (SEAB),Pesawat Telepon selular,Sony Ericsson / Xperia X2 : HSPA 900/1900/2100 GSM GPRS/EDGE 850/900/1800/1900 MHz,China,
136,1704/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1643,PT. Dian Graha Elektrika,PESAWAT TELEPON SELULAR,DIGA / G127,China,
137,1705/SPRHU/BBPPT/X/09,20-Oct-09,21-Oct-09,1625,PT. Madya Utama Expresindo,PESAWAT TELEPON SELULAR,MICXON / S 903,China,
138,1706/SPRHU/BBPPT/X/09,21-Oct-09,22-Oct-09,1563,PT. Central Cipta Kemakmuran,Wireless Adapter,TP-LINK / TL-WN722N,China,
139,1707/SPRHU/BBPPT/X/09,21-Oct-09,22-Oct-09,1587,PT. Indomarco Prismatama,Antenna,Trustee / OSW-24 / Onbi Directional,Indonesia,
140,1708/SPRHU/BBPPT/X/09,21-Oct-09,22-Oct-09,1659,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,SAMSUNG / GT-B3210 (GSM 850/900/1800/1900 MHz),China,
141,1709/SPRHU/BBPPT/X/09,26-Oct-09,27-Oct-09,838,PT. Halik Selindo Alpha,Antenna System,"Andrew / 180, 1.8m",United States,
142,1710/SPRHU/BBPPT/X/09,26-Oct-09,27-Oct-09,1597,Nokia Corporation,Bluetooth,VERTU / Vertu Bluetooth Headset BH-1V (BH-1V),United Kingdom,
143,1711/SPRHU/BBPPT/X/09,26-Oct-09,27-Oct-09,1660,Digi International Inc.,Wireless LAN,Digi / CAT Wireless Bridge,United States,
144,1712/SPRHU/BBPPT/X/09,26-Oct-09,27-Oct-09,1642,PT. Indonusa Telemedia,Set Top Box Satellite,DiZiPiA / DiZiPiA DS2S-11IRS,"Korea, Republic Of",
145,1713/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1409,PT. Radio Swara Putra Tercinta,PEMANCAR RADIO,Lokal / VE-20,Indonesia,
146,1714/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1554,PT. Patra Telekomunikasi Indonesia,HUB SATELIT,Intersky SHIRON / Intersky (DVB-S2),Israel,
147,1715/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1565,PT. Mobilink,Modem Selular,Skytech / M110 EVDO RevA 1900 MHz,China,
148,1716/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1571,PT. Sinar Mentari Era Jaya,Wireless LAN,TP-LINK / 150 Mbps Wireless High Gain USB Adapter / TL-WN722N,China,
149,1717/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1572,PT. Sinar Mentari Era Jaya,Wireless LAN,TP-LINK / Wireless Lite N Router / TL-WR740N,China,
150,1718/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1580,PT. Techking Enterprises Indonesia,Bluetooth,Broadcom / BCM2042,Taiwan,
151,1719/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1630,PT. ZTE Indonesia,Pesawat Telepon Selular,ZTE / CG990,China,
152,1720/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1646,PT. Samart I-Mobile Indonesia,PESAWAT TELEPON sELULAR,I-Mobile / 223,Thailand,
153,1721/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1662,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,SAMSUNG / GT-E1085T (GSM 900/1800 MHz),"Korea, Republic Of",
154,1722/SPRHU/BBPPT/X/09,27-Oct-09,28-Oct-09,1668,PT. Nokia Indonesia,Pesawat Telepon Selular,Nokia / 1616-2/RH-125,India,
155,1723/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1564,3Com Corporation,Wireless LAN,H3C / WA2620-AGN,China,
156,1724/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1616,PT. NEC Indonesia,Antenna,Andrew / VHLPX2-15-2WH dengan Frek. 15 GHz,Czech Republic,
157,1725/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1617,PT. NEC Indonesia,Antenna,Andrew / VHLPX4-13-2WH dengan Frek. 13 GHz,Czech Republic,
158,1726/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1618,PT. NEC Indonesia,Antenna,Andrew / VHLP4-11-NC3 dengan Frek. 11 GHz,Czech Republic,
159,1727/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1647,PT. Samart I-Mobile Indonesia,PESAWAT TELEPON sELULAR,I-Mobile / 630,Thailand,
160,1728/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1648,PT. Samart I-Mobile Indonesia,PESAWAT TELEPON SELULAR,I-Mobile / 650,Thailand,
161,1729/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1650,CSR Inc.,Bluetooth,CSR / BlueSlim Bluetooth Module/BSMAN4,Taiwan,
162,1730/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1651,CSR Inc.,Bluetooth,CSR / BlueSlim Bluetooth Module/BSMAN1,Taiwan,
163,1731/SPRHU/BBPPT/X/09,29-Oct-09,2009-11-02,1652,CSR Inc.,Bluetooth,CSR / BlueSlim Bluetooth Module/BSMAN3,Taiwan,
164,1732/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1654,"ComWorks Indonesia, PT.",PESAWAT TELEPON SELULAR,eTOUCH / TD160,China,
165,1733/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1664,PT. Suksesindo Bumi Citra,Pesawat Telepon Selular,NEXGEN / X8 JOLIN,China,
166,1734/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1673,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,SAMSUNG / GT-B3310 (GSM 850/900/1800/1900 MHz),China,
167,1735/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1675,PT. Primacom Interbuana,Antenna,Prodelin / 3.8M C Band RxTx Type 1383,United States,
168,1736/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1676,PT. Primacom Interbuana,Antenna,Prodelin / 1.8M C Band RxTx Type 1184,United States,
169,1737/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1677,PT. Primacom Interbuana,Antenna,Prodelin / 2.4M C Band RxTx Type 1251,United States,
170,1738/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1692,PT. Metrotech Jaya Komunika,PESAWAT TELEPON SELULAR,NEXIANNX780,China,
171,1739/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1719,PT. M. Tech Products,Wireless Access Point,Check Point / SBXWD-166LHGE-5,China,
172,1740/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1727,"Chicony Electronics CO., LTD.",Wireless Keyboard,Acer / KG-0973,China,
173,1741/SPRHU/BBPPT/X/09,29-Oct-09,30-Oct-09,1524,PT. Nusa Infotech Sukses,Pemancar TV Siaran,"Elettronika / TXUP 3,5kW Dual -Mode",Italy,
1,1742/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1357,PT. Aditech Matra,C-Band Solid-State Power Amplifiers,VertexRSI / SPCD 6200R,USA,
2,1743/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1605,PT. Huawei Tech Investment,Radio Link Microwave,Huawei / RTN950,China,
3,1744/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1606,PT. Huawei Tech Investment,Radio Link Microwave,Huawei / RTN910,China,
4,1745/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1657,PT. Telgam Indo Intim,PESAWAT TELEPON SELULAR,XP Mobile / XP 8900,China,
5,1746/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1663,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,SAMSUNG / SCH-R351 (CDMA 800/1900 MHz),"Korea, Republic Of",
6,1747/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1672,Research In Motion Limited,Bluetooth,BlackBerry / BlackBerry Remote Stereo Gateway / ASY-16007-001,China,
7,1748/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1681,PT. Vagus Multi Technology,Pesawat Telepon Selular,Lexus / 2110,China,
8,1749/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1682,PT. Mitra Kabel Indonesia,Pesawat Telepon Selular,FC Mobile / F6390,China,
9,1750/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1683,PT. Mitra Kabel Indonesia,Pesawat Telepon Selular,FC Mobile / F93,China,
10,1751/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1684,PT. Mitra Kabel Indonesia,Pesawat Telepon Selular,FC Mobile / F53,China,
11,1752/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1688,PT. Supertone,Pesawat Telepon Selular,SPC / BOSS-2000,China,
12,1753/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1689,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,SAMSUNG / GT-B7330 (GSM 850/900/1800/1900MHz and WCDMA900/2100MHz),China,
13,1754/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1693,PT. Metrotech Jaya Komunika,PESAWAT TELEPON SELULAR,NEXIAN / NX-G801,CHINA,
14,1755/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1694,PT. Megasindo Pratama,Pesawat Telepon Selular,GSTAR / 889i,China,
15,1756/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1695,PT. Megasindo Pratama,Pesawat Telepon Selular,GSTAR / 899,China,
16,1757/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1697,PT. LG Electronics Indonesia,Pesawat Telepon Selular,LG / KF350,"Korea, Republic Of",
17,1758/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1698,PT. LG Electronics Indonesia,Pesawat Telepon Selular,LG / GW550,"Korea, Republic Of",
18,1759/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1699,PT. LG Electronics Indonesia,Pesawat Telepon Selular,LG / BL40,"Korea, Republic Of",
19,1760/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1584,PT. Transavia Utama,Terminal Very High Frequency (Freq. 156.025-157.425 MHz),SAMYUNG / STV-160,"Korea, Republic Of",
20,1761/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1708,PT. Astrindo Starvision,Wireless Keyboard,Microsoft / 1392,China,
21,1762/SPRHU/BBPPT/X/09,2009-11-02,2009-11-03,1613,PT. Perdana Sinar Prestasi,Wireless USB Adapter,Digilink / DL-U90G,China,
22,1763/SPRHU/BBPPT/X/09,2009-11-04,2009-11-04,1633,PT. Alcatel-Lucent Indonesia,Wireless LAN,Alcatel-Lucent / OmniAccess AP65,China,
23,1764/SPRHU/BBPPT/X/09,2009-11-04,2009-11-04,1634,PT. Alcatel-Lucent Indonesia,Wireless LAN,Alcatel-Lucent / OmniAccess AP70,China,
24,1765/SPRHU/BBPPT/X/09,2009-11-04,2009-11-05,1338,Buffalo Inc.,Wireless Router,Buffalo / WHR-HP-GN,China,
25,1766/SPRHU/BBPPT/X/09,2009-11-04,2009-11-05,1339,Buffalo Inc.,Wireless Router,Buffalo / WHR-HP-G300N,China,
26,1767/SPRHU/BBPPT/X/09,2009-11-04,2009-11-05,1523,PT. Bali Ranadha Televisi,Antenna,Radio Frequency Systems / Horizontal Antenna /PHP 16 B,Germany,
27,1768/SPRHU/BBPPT/X/09,2009-11-04,2009-11-05,1575,PT. Transavia Utama,Terminal High Frequency (Freq. 1.6-27.5 MHz),SAMYUNG / SRG-1150DN,"Korea, Republic Of",
28,1769/SPRHU/BBPPT/X/09,2009-11-04,2009-11-05,1619,PT. NEC Indonesia,Antenna,Andrew / VHLP2-11-NC3 dengan Frek. 11 Ghz,Czech Republic,
29,1770/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-06,1641,PT. Tiphone Mobile Indonesia,Pesawat Telepon Selular,TiPhone / T1212,China,
30,1771/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-06,1644,PT. Subur Semesta,MODEM SELULAR,VENUS / CDMA EVDO USB MODEM/VT EVDO 18,Indonesia,
31,1772/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-06,1674,PT. Ichtus Gala Asia,Wireless LAN,TRANZEO / TR-6000 Series,Canada,
32,1773/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-06,1709,PT. Konten Indomedia Pratama,Pesawat Telepon Selular,IMO / B 819 (GSM 900/1800 MHz),China,
33,1774/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-06,1710,PT. Mitra Kabel Indonesia,Pesawat Telepon Selular,FC Mobile / F6330,China,
34,1775/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-06,1716,PT. Sinar Jaya Sukses Mandiri,Pesawat Telepon Selular,HT Mobile / G18,China,
35,1776/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-06,1717,PT. Sinar Jaya Sukses Mandiri,Pesawat Telepon Selular,HT Mobile / G32,China,
36,1777/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1718,PT. Bejana Nusa Agung,PESAWAT TELEPON SELULAR,IT MOBILE / IB 666,China,
37,1778/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1720,PT. Trikomsel Oke TBK,PESAWAT TELEPON SELULAR,BLACKBERRY CURVE 8330 / SMARTPHONE WIRELESS HANDHELD / RBU21CW,Mexico,
38,1779/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1729,PT. Mikro Teknologi Indonesia,PESAWAT TELEPON SELULAR,TAXCO / VX6/GSM-GSM-TV,China,
39,1780/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1732,PT. Royal Inti Mahkota Indonesia,PESAWAT TELEPON SELULAR,BLACKBERRY 9630 TOUR / SMARTPHONE WIRELESS HANDHELD / RCF71CW,Mexico,
40,1781/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1737,PT. Motorola Indonesia,Pesawat Telepon Selular,Motorola / Motorola WX390 Dual Band,China,
41,1782/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1743,"PT. Perdana Bangun Pusaka, Tbk.",Faksimili,Panasonic / Compact Laser Fax / KX-FL422CX,Malaysia,
42,1783/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1744,"PT. Perdana Bangun Pusaka, Tbk.",Faksimili,Panasonic / Plain Paper Fax With Digital Answering System / KX-FP372CX,Malaysia,
43,1784/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1745,"PT. Perdana Bangun Pusaka, Tbk.",Multifungsi Printer,Panasonic / KX-MB772CX,Malaysia,
44,1785/SPRHU/BBPPT/XI/09,2009-11-06,2009-11-09,1746,"PT. Perdana Bangun Pusaka, Tbk.",Multifungsi Laser Fax,Panasonic / KX-FLB882CX,Malaysia,
45,1786/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1583,PT. Huawei Tech Investment,Set Top Box IPTV,HUAWEI / EC1309,China,
46,1787/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1573,Novero GmbH,Bluetooth,Novero / Car Kit / RX-42,Germany,
47,1788/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1600,PT. Huawei Tech Investment,Antenna,Agisson / DX-806-960-65-15.5i-M,China,
48,1789/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1601,PT. Huawei Tech Investment,Antenna,Agisson / DX-806-960-90-17i-M,China,
49,1790/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1604,PT. Huawei Tech Investment,Optical Network Unit (ONU),Huawei / ATN930,China,
50,1791/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1658,PT. Telgam Indo Intim,PESAWAT TELEPON SELULAR,XP Mobile / TOUR 9600,China,
51,1792/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1691,"Apple South Asia Pte, Ltd.",PERSONAL ACCESS NETWORK (PAN),APPLE / A1318,China,
52,1793/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1700,PT. Huawei Tech Investment,Antenna,Agisson / DXX-1710-2170/1710-2170-65/65-18i/18i-M/M,China,
53,1794/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1701,PT. Huawei Tech Investment,Antenna,Agisson / DX-1710-2170-65-21i-0F,China,
54,1795/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1703,PT. Huawei Tech Investment,Antenna,Agisson / DX-1710-2170-65-20.5i-M,China,
55,1796/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1704,PT. Huawei Tech Investment,Antenna,Argus / CNNPX310M-6P,China,
56,1797/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1705,PT. Huawei Tech Investment,BTS Antenna,Argus / CNPX310M-2P,China,
57,1798/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1707,PT. Huawei Tech Investment,BTS ANTENNA,ARGUS / NNNOX310R,China,
58,1799/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1735,PT. Radio Suara Kupang,Pemancar Radio Siaran FM,OMB / AM 2000,SPAIN,
59,1800/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-11,1736,PT. Radio Kaisarea Voive,EXCITER,R.V.R Elettronica / TEX 30-LCD/S,Italy,
60,1801/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1738,PT. Motorola Indonesia,Pesawat Telepon Selular,Motorola / Motorola WX290 Dual Band,China,
61,1802/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1739,PT. Motorola Indonesia,Pesawat Telepon Selular,Motorola / Motorola WX395 Dual Band,China,
62,1803/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1740,PT. Motorola Indonesia,Pesawat Telepon Selular,Motorola / motorola WX288 Dual Band,China,
63,1804/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1741,PT. Motorola Indonesia,Pesawat Telepon Selular,Motorola / Motorola WX180 Dual Band,China,
64,1805/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1748,Logitech Far East Ltd.,Electronics Display,Amazon / D00801,China,
65,1806/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1749,Logitech Far East Ltd.,Electronics Display,Amazon / D00701,China,
66,1807/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1752,"PT. Perdana Bangun Pusaka, Tbk.",Faksimili,Panasonic / Plain Paper Fax With Copier / KX-FP701CX,Malaysia,
67,1808/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1753,"PT. Perdana Bangun Pusaka, Tbk.",Faksimili,Panasonic / KX-FT981CX,Malaysia,
68,1809/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1754,"PT. Perdana Bangun Pusaka, Tbk.",Faksimili,Panasonic / Facsimile With Digital Answering System / KX-FT987CX,Malaysia,
69,1810/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1755,"PT. Perdana Bangun Pusaka, Tbk.",Faksimili,Panasonic / KX-FT983CX,Malaysia,
70,1811/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1758,PT. Metrotech Jaya Komunika,PESAWAT TELEPON SELUAR,NEXIAN / NX-C910,China,
71,1812/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1770,PT. Samafitro,Mesin Multifungsi,CANON / MF 8350 Cdn,China,
72,1813/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1771,PT. Samafitro,Mesin Multifungsi,CANON / MF 8050 Cn,China,
73,1814/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1602,PT. Huawei Tech Investment,Metro Ethernet,Huawei / PTN1900,China,
74,1815/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1603,PT. Huawei Tech Investment,Metro Ethernet,Huawei / PTN3900,China,
75,1816/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1702,PT. Huawei Tech Investment,Antenna,Agisson / DX-1710-2170-33-21i-M,China,
76,1817/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1678,CyWee Group Ltd.,Bluetooth,CyWee / 2.4G RF Wireless Dongle / CW-CL01KP-D,China,
77,1818/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1775,PT. Intersys,Pesawat Telepon Selular,IVIO / Dual Band (Dual GSM/CDMA) / IV GC-2000,China,
78,1819/SPRHU/BBPPT/XI/09,2009-11-10,2009-11-12,1393,PT. Indomarco Prismatama,USB Skype Phone,Xiamen / IPT-110L,China,
79,1820/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1623,PT. Tiphone Mobile Indonesia,Pesawat Telepon Selular,TiPhone / T66m,China,
80,1821/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1665,PT. Versakom,Handy Talkie,YAESU / 144/430 MHz Dual Band Handheld FM Transceiver/VX-6R/E,Japan,
81,1822/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1687,Primax Electronics Ltd.,Optical Mouse,Lenovo / Lenovo N30 2.4G / N30,China,
82,1823/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1579,PT. Techking Enterprises Indonesia,Wireless Mouse,Nordic / nRF24L01,Taiwan,
83,1824/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1722,3Com Corporation,Router,3Com / 3Com Router 3012 / 3CR13612,China,
84,1825/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1724,3Com Corporation,Router,3Com / OfficeConnect Cable/DSL Router 3CR858-91,China,
85,1826/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1747,PT. Megasindo Pratama,Pesawat Telepon Selular,MY PHONE / 668,China,
86,1827/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1750,PT. Suksesindo Bumi Citra,Pesawat Telepon Selular,NEXGEN / X9 JOSE,China,
87,1828/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1751,PT. Madya Utama Expresindo,PESAWAT TELEPON SELULAR,MICXON / S 800,China,
88,1829/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1757,PT. Motorola Indonesia,Two Way Radio,"Motorola / CP 1660, 136-174 MHz",China,
89,1830/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1763,PT. ComWorks Indonesia,Pesawat Telepon Selular,eTOUCH / 707 PRO,China,
90,1831/SPRHU/BBPPT/XI/09,2009-11-11,2009-11-12,1767,PT. Samsung Electronics Indonesia,Pesawat Telepon Selular,SAMSUNG / GT-B3410 (GSM 850/900/1800/1900 MHz),China,
91,1832/SPRHU/BBPPT/XI/09,2009-11-12,2009-11-13,1576,PT. Indonagatomi Elektroutama,Wi-Fi,DENSO / 2D Code Handy Terminal (BHT)/BHT-604 QW,Japan,
92,1834/SPRHU/BBPPT/XI/09,2009-11-13,2009-11-13,1711,"PT. Aneka Sakti Bakti, (PT. ASABA)",Facsimile,Develop / FK-503,Japan,
93,1835/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1713,PT. Mediacitra Indostar,4.5M TVRO Antenna,Probecom / 4.5M Receive Oly AntennaFeed Forward,China,
94,1836/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-19,1714,PT. MNC SKY VISION,Satellite Modulator,Tandberg / SM 6620,United Kingdom,
95,1837/SPRHU/BBPPT/XI/09,2009-11-13,2009-11-13,1728,Realtek Semiconductor Corp.,Wireless LAN,Realtek / 8021.11b/g/n RTL8191SU Mini Card,Taiwan,
96,1838/SPRHU/BBPPT/XI/09,2009-11-13,2009-11-13,1730,PT. Transindo Infotek,PABX System,TRANSTEL / LYNX,Taiwan,
97,1839/SPRHU/BBPPT/XI/09,2009-11-13,2009-11-13,1731,PT. Transindo Infotek,PABX System,TRANSTEL / DK 7-21,Taiwan,
98,1840/SPRHU/BBPPT/XI/09,2009-11-13,2009-11-13,1772,PT. Cisco Systems Indonesia,Router,Cisco Systems / Cisco 881,United States,
99,1841/SPRHU/BBPPT/XI/09,2009-11-13,2009-11-18,1518,PT. Dynatama Internusa,Pesawat Telepon Selular,TITAN Mobile / T 999E/GSM-GSM/Quad Band 850/900/1800/1900 MHz,China,
100,1842/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1655,Hella KGaA Hueck & Co.,Radar Vehicle,HELLA / LCDA Generation 1.5,Germany,
101,1843/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1666,PT. Versakom,Handy Talkie,YAESU /50/ 144/(222)*/430 MHz FM 5W/AM 1W(50 MHz) Triple Band Handheld /VX-8R/E,Japan,
102,1844/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1670,CV. Aego Indonesia,PESAWAT TELEPON SELULAR,AEGO / i50,China,
103,1845/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1690,Research In Motion Limited,Pesawat Telepon Selular,BlackBerry 9630 / Smartphone Wireless Handheld/RCF71CW,Canada,
104,1846/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1773,PT. Tetap Jaya,Pesawat Telepon Selular,NEXT-G / 868,China,
105,1847/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1774,PT. Metrotech Jaya Komunika,PESAWAT TELEPON SELULAR,NEXIAN / NX-G810,China,
106,1848/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1782,PT. Aries Indo Global,Pesawat Telepon Selular,CROSS / GG 51D (Dual SIM Card GSM),China,
107,1849/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1784,PT. Konten Indomedia Pratama,Pesawat Telepon Selular,IMO / G911i (GSM850/900/1800/1900 MHz),China,
108,1850/SPRHU/BBPPT/XI/09,2009-11-16,2009-11-18,1795,Sony Ericsson Mobile Communications AB (SEAB),Pesawat Telepon Selular,"Sony Ericsson / Pureness/X5/Pureness X5, HSPA/UMTS/EDGE/GRPS, 2100 /1900/1800/900/850 MHz",China,
