id,nomor_memo_dinas,tahun_masuk,bulan_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
S00141,678/BBPPT/V/08,2008,Mei,21-May-08,21-May-08,662,PT. Huawei Tech Insvesment,CDMA 1X 800MHz Handset,Huawei / C5005,HUAWEI,Jepang,
S00142,679/BBPPT/V/08,2008,Mei,21-May-08,21-May-08,663,PT. Trimegah Internusa Sejati,Cellular Phone GSM 900/1800 MHz,K-Touch / A7712,K-TOUCH,Korea Selatan,
S00143,680/BBPPT/V/08,2008,Mei,21-May-08,21-May-08,664,PT. Trimegah Internusa Sejati,Cellular Phone GSM 900/1800 MHz,K-Touch / A660,K-TOUCH,Tiongkok,
S00144,681/BBPPT/V/08,2008,Mei,21-May-08,21-May-08,665,PT. Trimegah Internusa Sejati,Cellular Phone GSM 900/1800 MHz,K-Touch / D770,K-TOUCH,Singapore,
S00145,683/BBPPT/V/08,2008,Mei,21-May-08,21-May-08,707,PT. Trikomsel Oke,PDA Phone,HTC / HTC Touch Diamond,HTC,Tiongkok,
S00146,624/BBPPT/V/08,2008,Mei,22-May-08,23-May-08,469,PT. Tirta Citra Nusantara,Telepon Selular,Hitech / M11 Dual Band (GSM900/1800 MHz),HITECH,Tiongkok,
S00147,682/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,691,PT. Konten Indomedia Pratama,Mobile Phone,"IMO / GC 90 (GSM 900/1800 MHz, CDMA 800 MHz)",IMO,Amerika Serikat,
S00148,684/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,585,PT. Kahar Duta Sarana,Wireless Portable Data Terminal (PDT),Falcon / 4420,FALCON,Amerika Serikat,
S00149,685/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,604,PT. Tera Dayakomputa Sistim,WLAN 802.11b/g,Billionton / GUSBWLRGM,BILLIONTON,Tiongkok,
S00150,686/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,648,"Datascrip, PT.",Bluetooth Adapter,Canon / BU-30,CANON,Jepang,
S00151,687/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,668,PT. Sistech Kharisma,Wireless LAN Card,D-Link / DWA-110,D-LINK,Indonesia,
S00152,688/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,670,PT. Sistech Kharisma,Wireless LAN Card,D-Link / DWA-120,D-LINK,Jerman,
S00153,689/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,723,PT. Dwimitra Teleindo,Handhone GSM,KONKA / E 111 Seri WE 28,KONKA,Amerika Serikat,
S00154,690/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,458,PT. Transindo Infotek,CDMA Gateway,Artech / GX480,ARTECH,Taiwan,
S00155,691/BBPPT/V/08,2008,Mei,21-May-08,23-May-08,202,PT. Aditech Matra,6 GHz Solid-State Power Amplifier,VertexRSI / DPCM400R,VERTEXRSI,Amerika Serikat,
S00156,692/BBPPT/V/08,2008,Mei,23-May-08,23-May-08,474,"Atheros Communications, Inc.",802.11n 1x2 PCIe Minicard Transceiver,Atheros / AR5BHB92,ATHEROS,Amerika Serikat,
S00157,693/BBPPT/V/08,2008,Mei,23-May-08,23-May-08,654,Nokia Corporation,Telepon Selular,Nokia / 1508/RM-388 (CDMA 800 MHz),NOKIA,Finlandia,
S00158,694/BBPPT/V/08,2008,Mei,23-May-08,23-May-08,603,PT. Dynatama Internusa,Handphone/TV Phone/Dual Sim Card,TITAN / 9898/GSM-CDMA/Triband/900/1800/1900 MHz,TITAN,Tiongkok,
S00159,695/BBPPT/V/08,2008,Mei,23-May-08,23-May-08,703,PT. Nugindo Chandra,Telepon Selular,Tiger / KF-228,TIGER,Jepang,
S00160,696/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,541,PT. Subur Semesta,High Speed USB Modem,Venus / VT-N218,VENUS,Indonesia,
S00161,697/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,542,PT. Subur Semesta,High Speed USB Modem,Venus / VT-N212,VENUS,Indonesia,
S00162,698/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,605,PT. Tera Dayakomputa Sistim,WLAN 802. 11b/g,AzureWave / AW-GU700,AZUREWAVE,Tiongkok,
S00163,699/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,622,PT. Subur Semesta,Receiver,Venus / Millenium II EP-New,VENUS,Indonesia,
S00164,700/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,623,PT. Subur Semesta,Receiver,Venus / Cabai Rawit,VENUS,Indonesia,
S00165,701/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,624,PT. Subur Semesta,Receiver,Venus / EVDO,VENUS,Indonesia,
S00166,702/BBPPT/V/08,2008,Mei,28-May-08,28-May-08,625,PT. Subur Semesta,Receiver,Venus / VD-Terios,VENUS,Indonesia,
S00167,703/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,626,PT. Subur Semesta,Receiver,Venus / VD-Livina,VENUS,Indonesia,
S00168,704/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,627,PT. Subur Semesta,Receiver,Venus / Meteor,VENUS,Indonesia,
S00169,705/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,628,PT. Subur Semesta,Receiver,Venus / VD-Bravo,VENUS,Indonesia,
S00170,706/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,629,PT. Subur Semesta,Receiver,Venus / DVR-628,VENUS,Indonesia,
S00171,707/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,630,PT. Subur Semesta,C-Band LNBF,Venus / VLB619,VENUS,Indonesia,
S00172,708/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,655,Nokia Corporation,Telepon Selular,Nokia / 1508i / RM-430 (CDMA 1900 MHz),NOKIA,Finlandia,
S00173,709/BBPPT/V/08,2008,Mei,26-May-08,28-May-08,659,PT. Huawei Tech Insvesment,CDMA 1X 800MHz Handset,Huawei / C5330,HUAWEI,Jepang,
S00174,710/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,607,PT. Artha Kreasi Abadi,Digital Satellite Receiver,Hansen Communication / KD-2,HANSEN COMMUNICATION,Tiongkok,
S00175,711/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,608,PT. Artha Kreasi Abadi,Digital Satellite Receiver,Hansen Communication / KH 3,HANSEN COMMUNICATION,Tiongkok,
S00176,712/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,609,PT. Artha Kreasi Abadi,Digital Satellite Receiver,Hansen Communication / KD-1,HANSEN COMMUNICATION,Tiongkok,
S00177,713/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,618,PT. Madya Pratama Expresindo,Telepon Selular,MY G / MY G630,MY G,Tiongkok,
S00178,714/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,638,PT. Huawei Tech Insvesment,GSM BTS,Huawei / BTS3900A GSM,HUAWEI,Tiongkok,
S00179,715/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,639,PT. Huawei Tech Insvesment,GSM BTS,Huawei / DBS3900 GSM,HUAWEI,Tiongkok,
S00180,716/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,640,PT. Huawei Tech Insvesment,GSM BTS,Huawei / BTS3900 GSM,HUAWEI,Tiongkok,
S00181,717/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,669,PT. Sistech Kharisma,Wireless LAN Card,D-Link / DWA-140,D-LINK,Jerman,
S00182,718/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,671,PT. Sistech Kharisma,Wireless LAN Card,D-Link / DWA-520,D-LINK,Swedia,
S00183,719/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,672,PT. Sistech Kharisma,Wireless LAN Card,D-Link / DWA-510,D-LINK,Swedia,
S00184,720/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,673,PT. Sistech Kharisma,Wireless LAN Router,D-Link / DIR-615,D-LINK,Italy,
S00185,721/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,674,PT. Sistech Kharisma,Wireless LAN Router,D-Link / DIR-655,D-LINK,Italy,
S00186,722/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,690,PT. Konten Indomedia Pratama,Mobile Phone,Philips / Xenium 9@9Q (GSM 900/1800/1900 MHz),PHILIPS,Amerika Serikat,
S00187,723/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,692,PT. Sistech Kharisma,PDA Phone GSM/GPRS/EDGE Quad band,HTC / P3400i,HTC,England,
S00188,724/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,696,PT. Putratama Perkasa Media,Bluetooth Mouse,Mediatech / BM 001,MEDIATECH,Jepang,
S00189,725/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,697,PT. Putratama Perkasa Media,Bluetooth Headset,Mediatech / BH-02,MEDIATECH,Jepang,
S00190,726/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,698,PT. Putratama Perkasa Media,Bluetooth Dongle,Mediatech / BL-02,MEDIATECH,Jepang,
S00191,727/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,699,PT. Putratama Perkasa Media,Bluetooth Dongle,Mediatech / BL-01,MEDIATECH,Jepang,
S00192,728/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,711,"SFI Technology, PT.",Wireless Mouse,Micropack / MW709G,MICROPACK,Taiwan,
S00193,729/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,713,PT. Jaya Lexcron Indonesia,USB GPRS Modem,Billionton / 600U,BILLIONTON,Taiwan,
S00194,730/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,716,"Abhimata Citra Abadi, PT.",Modem USB HSDPA,C-Motech / CGU-628,C-MOTECH,Swedia,
S00195,731/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,727,"Maju Express Indonesia, PT.",Ponsel GSM & CDMA,Mito / 2088 (GSM900/1800 & CDMA 800 MHz),MITO,Amerika Serikat,
S00196,732/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,729,"LG Electronics Indonesia, PT.",Mobile Phone,LG / KF700 (GSM/WCDMA900/1800/1900/2100 MHz),LG,Amerika Serikat,
S00197,733/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,730,"LG Electronics Indonesia, PT.",Mobile Phone,LG / KC550 (GSM900/1800/1900 MHz),LG,Amerika Serikat,
S00198,734/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,747,PT. Trikomsel Oke,Touch Phone,HTC / HTC Touch,HTC,Amerika Serikat,
S00199,735/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,748,PT. Megasindo Pratama,Telepon Selular Dual Mode,G-VON / G-VON 808 (GSM900/1800+CDMA800 MHz),GVON,Amerika Serikat,
S00200,736/BBPPT/V/08,2008,Mei,27-May-08,28-May-08,749,PT. Megasindo Pratama,Telepon Selular Dual Mode,MG-COM / MG-COM 828 (GSM900/1800+CDMA800 MHz),MG-COM,United Kingdom,
S00201,737/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,290,PT. Adyawinsa Dinamika,Carrier Frequency Booster,Yolycom / YL-CFB-G150-2-2,YOLYCOM,-,
S00202,738/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,296,PT. Adyawinsa Dinamika,Tower Mounted Booster,Yolycom / YL-TMB-09-40W-2,YOLYCOM,Tiongkok,
S00203,739/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,501,PT. Dian Graha Elektrika,Tracking Device,Tramigo / T22,TRAMIGO,Tiongkok,
S00204,740/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,528,PT. Trihalim Sembada,3G Camera (Vidio Communicator),Amoi / Amoi V07,AMOI,Tiongkok,
S00205,741/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,761,PT. Nugindo Chandra,Telepon Selular,Bluedio / B389 (GSM900/1800 MHz),BLUEDIO,Amerika Serikat,
S00206,742/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,762,PT. Hana Master Jaya,Handphone GSM,Yapin / 9138,YAPIN,Amerika Serikat,
S00207,743/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,763,Nokia Corporation,Telepon Selular,"Nokia / 5320d-1/RM-409 (GSM/EDGE850/900/1800/1900, WCDMA2100/900 MHz)",NOKIA,Belgium,
S00208,744/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,764,Nokia Corporation,Telepon Selular,Nokia / 3600s/RM-352 (EGSM850/900/1800/1900/Quadband),NOKIA,Amerika Serikat,
S00209,745/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,465,PT. Centralink Sentosa,Antenna Standard Performance 7 GHz,DG Capitel / HRB06/12/18/25/32-71D/DI Series,DG CAPITEL,Tiongkok,
S00210,746/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,467,PT. MASTER KARYA NUSA,Radio Digital Microwave 16E1/13 GHz,Union Star / S13RF01HA/S13RF01LA/2-WSS-116X01-1N102,UNION STAR,Hong Kong,
S00211,747/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,468,PT. MASTER KARYA NUSA,Radio Digital Microwave 16E1/15 GHz,Union Star / S15RF02HA/S15RF02LA/2-WSS-116X01-1N102,UNION STAR,Hong Kong,
S00212,748/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,610,PT. Dian Graha Elektrika,GPRS/HSDPA USB Modem,Quanta / MU-Q101,QUANTA,Tiongkok,
S00213,749/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,641,PT. Huawei Tech Insvesment,Optical Network Unit,Huawei / MA5606T,HUAWEI,Tiongkok,
S00214,750/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,535,PT. Subur Semesta,C-Band LNBF,Venus / VLB928,VENUS,Indonesia,
S00215,751/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,536,PT. Subur Semesta,C-Band LNBF,Venus / VLB818SW,VENUS,Indonesia,
S00216,752/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,537,PT. Subur Semesta,C-Band LNBF,Venus / VLBDou812,VENUS,Indonesia,
S00217,753/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,538,PT. Subur Semesta,Receiver,Venus / VD-ALI,VENUS,Indonesia,
S00218,754/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,539,PT. Subur Semesta,Receiver,Venus / VD-CT,VENUS,Indonesia,
S00219,755/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,740,"Cisco Systems Indonesia, PT.",Wireless-G Compact USB Adapter,Linksys / WUSB54GC,LINKSYS,Taiwan,
S00220,756/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,741,"Cisco Systems Indonesia, PT.",Wireless-N USB Adapter,Linksys / WUSB300N,LINKSYS,Netherlands,
S00221,757/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,742,"Cisco Systems Indonesia, PT.",Wireless-N Gigabit Broadband Router,Linksys / WRT310N,LINKSYS,Korea Selatan,
S00222,758/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,743,"Cisco Systems Indonesia, PT.",Wireless-G Range Expander,Linksys / WRE54G,LINKSYS,Korea Selatan,
S00223,759/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,745,"Cisco Systems Indonesia, PT.",Wireless-G Broadband Home Router,Linksys / WRH54G,LINKSYS,Amerika Serikat,
S00224,760/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,746,"Cisco Systems Indonesia, PT.",Wireless-N Broadband Router,Linksys / WRT160N,LINKSYS,Amerika Serikat,
S00225,765/BBPPT/V/08,2008,Mei,28-May-08,29-May-08,725,DENSO CORPORATION,Electronic Key,Denso / 14ACX,DENSO,Tiongkok,
S00226,761/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,366,"INDO TAYANG MANDIRI, PT.",TV TRANSMITTER UHF,TECHNOSYSTEM / STU 31,TECHNOSYSTEM,Italy,
S00227,762/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,657,"Artha Surya Kommunika, PT.",Handy Talky,"Weierwei / Vev-338, Frek. 134-176 MHz",WEIERWEI,Finlandia,
S00228,763/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,606,CV. International Trading Co.,Modem GPRS,AX By Alltronix / AX ACM03,AX BY ALLTRONIX,Tiongkok,
S00229,764/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,714,PT. Jaya Lexcron Indonesia,USB WLAN Dongle,Billionton / GUSBWLRG,BILLIONTON,Swedia,
S00230,766/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,737,"Cisco Systems Indonesia, PT.",Wireless-G Broadband Router,Linksys / WRT54G,LINKSYS,Amerika Serikat,
S00231,767/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,769,Indo Data Computer,Bluetooth USB,Netlink / BL_BT03L,NETLINK,Jepang,
S00232,768/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,782,PT. Pelangimas Indonesia,Handphone,Nokia / 1208 RH-105 (GSM900/1800 MHz),NOKIA,Tiongkok,
S00233,769/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,783,PT. Pelangimas Indonesia,Handphone,Nokia / 1200 RH-99 (GSM900/1800 MHz),NOKIA,Tiongkok,
S00234,770/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,786,PT. Suksesindo Bumi Citra,Handphone Dual SIM GSM,NEXGEN / X - 721,NEXGEN,Tiongkok,
S00235,771/BBPPT/V/08,2008,Mei,30-May-08,2008-06-02,798,PT. Mikro Teknologi Indonesia,Handphone Dual SIM,Taxco / TX63 (GSM900/1800+GSM900/1800 MHz),TAXCO,Tiongkok,
S00236,772/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,540,PT. Subur Semesta,High Speed USB Modem,Venus / VT-N288,VENUS,Indonesia,
S00237,773/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,675,PT. Sistech Kharisma,Wireless LAN Router,D-Link / DIR-451,D-LINK,Italy,
S00238,774/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,677,PT. Sistech Kharisma,Wireless LAN Access Point,D-Link / DWL-3200AP,D-LINK,Italy,
S00239,775/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,678,PT. Sistech Kharisma,Wireless LAN Access Point,D-Link / DWL-G700AP,D-LINK,Italy,
S00240,776/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,679,PT. Sistech Kharisma,Wireless LAN Access Point,D-Link / DWL-2100AP,D-LINK,Italy,
S00241,777/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,680,PT. Sistech Kharisma,Wireless LAN Access Point,D-Link / DAP-1353,D-LINK,Italy,
S00242,778/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,708,PT. Telesis Solusion,Antenna Powerwave,Powerwave / 5745.00/7745.00,POWERWAVE,Tiongkok,
S00243,779/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,709,PT. Telesis Solusion,Antenna Powerwave,Powerwave / 5755.00/7755.00,POWERWAVE,Tiongkok,
S00244,780/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,710,PT. Telesis Solusion,Antenna Powerwave,Powerwave / 5473.00/7473.00,POWERWAVE,Taiwan,
S00245,781/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,731,PT. Huawei Tech Insvesment,Microwave Antenna,Andrew / VHLP4-7W-4WH,ANDREW,Amerika Serikat,
S00246,782/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,744,"Cisco Systems Indonesia, PT.",Wireless-N Notebook Adapter,Linksys / WPC300N,LINKSYS,Amerika Serikat,
S00247,783/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,756,PT. Telesis Solusion,Antenna Powerwave,Powerwave / 7330.02B/7331.000B,POWERWAVE,Amerika Serikat,
S00248,784/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,760,PT. Madya Pratama Expresindo,Telepon Selular,O2 / O2 XDA Atom Life,O2,Canada,
S00249,785/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,766,PT. Sam Surya Indonesia,Telepon Genggam,Nexcom / NC 328 (GSM900/1800 MHz),NEXCOM,Tiongkok,
S00250,786/BBPT/VI/08,2008,Juni,2008-06-03,2008-06-05,767,PT. Sistech Kharisma,PDA Phone GSM900/1800/1900/WCDMA2100 MHz,HTC / Touch Diamond,HTC,Korea Selatan,
S00251,787/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,771,PT. Angkasa Telekomindo,Base Station (BTS) Antenna,Enersus / ODPCDPU-1865V10-DFA,ENERSUS,Tiongkok,
S00252,788/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,772,PT. Angkasa Telekomindo,Base Station (BTS) Antenna,Enersus / ODPCDPU-2165XX-DFA,ENERSUS,Tiongkok,
S00253,789/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,733,PT. Huawei Tech Insvesment,Microwave Antenna,Andrew / VHLP2-13S-NC3(B),ANDREW,Amerika Serikat,
S00254,790/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,735,PT. Huawei Tech Insvesment,Microwave Antenna,Andrew / HPX6-65-D4A,ANDREW,Amerika Serikat,
S00255,791/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,754,PT. Huawei Tech Insvesment,Microwave Antenna,Andrew / VHLP6-7W-4WH,ANDREW,Amerika Serikat,
S00256,792/BBPPT/VI/08,2008,Juni,2008-06-03,2008-06-05,755,PT. Huawei Tech Insvesment,Microwave Antenna,Andrew / VHLP2-23S-NC3(B),ANDREW,Korea Selatan,
S00257,793/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,617,"Alfatech Mediatama,PT.",2.5 kW UHF Analog TV Transmitter-Digital Ready,Screen Service / SCT202UM,SCREEN SERVICE,Italy,
S00258,794/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,656,Nokia Corporation,Aksesoris,Nokia / CK-300 / HF-21W,NOKIA,Finlandia,
S00259,795/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,676,PT. Sistech Kharisma,Wireless LAN Router,D-Link / DIR-300,D-LINK,Italy,
S00260,796/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,701,PT. Putratama Perkasa Media,Wireless Mouse,Mediatech / MW-008U,MEDIATECH,Jepang,
S00261,797/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,738,"Cisco Systems Indonesia, PT.",Wireless-N PCI Adapter,Linksys / WMP300N,LINKSYS,Amerika Serikat,
S00262,798/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,739,"Cisco Systems Indonesia, PT.",Wireless-G PCI Adapter,Linksys / WMP54G,LINKSYS,Tiongkok,
S00263,799/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,768,PT. Sistech Kharisma,Wireless LAN Card,D-Link / DWA-610,D-LINK,Jepang,
S00264,800/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,787,PT. Huawei Tech Insvesment,Base Station Antenna,TONG YU / TDJ-809018DM-65PT0,TONG YU,Tiongkok,
S00265,801/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,788,"D-Link International Pte.,Ltd.",Draft IEEE 802.11n Wireless Access Point,D-LINK / DAP-1353,D-LINK,Taiwan,
S00266,802/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,789,PT. Ampnet Mega Pacific,Wireless AP/Bridge,Zyxel / G-570S/802. 11g Wireless AP/Bridge,ZYXEL,Tiongkok,
S00267,803/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,791,PT. Ampnet Mega Pacific,Wireless Firewall Router,Zyxel / P-320W/802. 11g Wireless Firewall Router,ZYXEL,Tiongkok,
S00268,804/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,801,PT. Cahya Indolestari,Telepon Selular,Anycool / GC669 / Dual Card GSM-CDMA,ANYCOOL,Tiongkok,
S00269,805/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,802,PT. Cahya Indolestari,Telepon Selular,Anycool / T828 / Dual GSM-GSM,ANYCOOL,Tiongkok,
S00270,806/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,809,"HUAWEI TECH INVESMENT,PT.",CDMA 1X 800MHz Hanset,Huawei / C5588,HUAWEI,Tiongkok,
S00271,807/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,811,PT. Trimegah Internusa Sejati,Cellular Phone GSM900/1800 MHz,K-TOUCH / DT08,K-TOUCH,Tiongkok,
S00272,808/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,816,PT. Aneka Kurnia Indah,Handphone,EXISS / GV 338,EXISS,Tiongkok,
S00273,809/BBPPT/VI/08,2008,Juni,2008-06-04,2008-06-05,819,PT. Mikro Teknologi Indonesia,Handphone Dual SIM,Taxco / TX66 (GSM900/1800+GSM900/1800 MHz),TAXCO,Tiongkok,
S00274,810/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,291,PT. Graha Fatta,Active Digital Signal Cross Connect,ADC / ADX-100,ADC,Amerika Serikat,
S00275,811/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,666,PT. Trimegah Internusa Sejati,Cellular Phone GSM 900/1800 MHz,K-Touch / A7713,K-TOUCH,Taiwan,
S00276,812/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,750,PT. Ampnet Mega Pacific,Wireless,Belkin / F5D8233-4,BELKIN,United Kingdom,
S00277,813/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,751,PT. Ampnet Mega Pacific,Wireless,Belkin / F5D8232-4,BELKIN,Amerika Serikat,
S00278,814/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,752,PT. Ampnet Mega Pacific,Wireless,Belkin / F5D8231-4,BELKIN,Amerika Serikat,
S00279,815/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,753,PT. Ampnet Mega Pacific,Wireless,Belkin / F5D7230-4,BELKIN,Amerika Serikat,
S00280,816/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,759,PT. Madya Pratama Expresindo,Telepon Selular,MWG / ZINC II,MWG,Tiongkok,
S00281,817/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,765,Nokia Corporation,Bluetooth Headset,Nokia / BH-703/HS-106W,NOKIA,Tiongkok,
S00282,818/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,775,PT. Mirusa Ham Elektronik,Handy Talkie,"JACOM / JC-678, Freq. 136-174 MHz",JACOM,Tiongkok,
S00283,819/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,781,"Lintas Teknologi Indonesia, PT.",Integrated Media Gateway,Dialogic / IMG 1010,DIALOGIC,Amerika Serikat,
S00284,820/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,785,PT. Suksesindo Bumi Citra,Handphone Dual Mode GSM + CDMA,NEXGEN / GC 668,NEXGEN,Tiongkok,
S00285,821/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,820,Research In Motion Limited,Smart Phone Wireless Handheld,Blackberry 9000 / RTB71UW (GSM850/900/1800/1900/WCDMA2 100 MHz),BLACKBERRY 9000,Canada,
S00286,822/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-09,826,PT. Sam Surya Indonesia,Telepon Genggam,Nexcom / NC 311 (GSM900/1800 ),NEXCOM,Tiongkok,
S00287,823/BBPPT/VI/08,2008,Juni,2008-06-09,2008-06-11,843,PT. Meghantara Multimedia Solusindo,Handphone GSM,VITELL / G-V200i (GSM900/1800 MHz),VITELL,Tiongkok,
